age_rating,app_rating,category,compatibility,languages,name,price,rank,rating_count,size
12+,3.5,"
                  Health & Fitness
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Portuguese, Russian, Spanish",Fitonomy:Workouts&Meal Planner,Free,73,26 Ratings,280.4 MB
4+,4.7,"
                  Health & Fitness
                ","Requires iOS 11.2 and watchOS 4.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Czech, French, German, Japanese, Korean, Russian, Simplified Chinese, Spanish, Traditional Chinese",Pillow Automatic Sleep Tracker,Free,134,147 Ratings,334.5 MB
4+,5.0,"
                  Health & Fitness
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Hindi, Indonesian, Simplified Chinese, Vietnamese",Yodo-Running & Pedometer,Free,,5.2K Ratings,161.9 MB
4+,4.6,"
                  Health & Fitness
                ","Requires iOS 9.0 and watchOS 3.1 or later. Compatible with iPhone, iPad and iPod touch.",English,Digipill: Guided Meditation,Free,,14 Ratings,117.7 MB
4+,4.8,"
                  Health & Fitness
                ","Requires iOS 12.0 and watchOS 5.2 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish",Pedometer++,Free,88,152 Ratings,17.4 MB
4+,4.7,"
                  Health & Fitness
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Six Pack in 30 Days,Free,29,647 Ratings,87.2 MB
4+,3.9,"
                  Health & Fitness
                ","Requires iOS 9.0 or later. Compatible with iPhone 5S, iPhone 6, iPhone 6 Plus, iPhone 6S, iPhone 6S Plus, iPhone SE, iPhone 7, iPhone 7 Plus, iPhone 8, iPhone 8 Plus, iPhone X, iPhone XS, iPhone XS Max, iPhone XR, iPhone 11, iPhone 11 Pro, iPhone 11 Pro Max, iPad Air, iPad Air Wi-Fi + Cellular, iPad mini 2, iPad mini 2 Wi-Fi + Cellular, iPad Air 2, iPad Air 2 Wi-Fi + Cellular, iPad mini 3, iPad mini 3 Wi-Fi + Cellular, iPad mini 4, iPad mini 4 Wi-Fi + Cellular, iPad Pro (12.9-inch), iPad Pro (12.9-inch) Wi-Fi + Cellular, iPad Pro (9.7‑inch), iPad Pro (9.7-inch) Wi‑Fi + Cellular, iPad (5th generation), iPad (5th generation) Wi‑Fi + Cellular, iPad Pro (12.9‑inch) (2nd generation), iPad Pro (12.9‑inch) (2nd generation) Wi‑Fi + Cellular, iPad Pro (10.5‑inch), iPad Pro (10.5-inch) Wi‑Fi + Cellular, iPad (6th generation), iPad Wi-Fi + Cellular (6th generation), iPad Pro (11-inch), iPad Pro (11-inch) Wi-Fi + Cellular, iPad Pro (12.9-inch) (3rd generation), iPad Pro (12.9-inch) (3rd generation) Wi-Fi + Cellular, iPad mini (5th generation), iPad mini (5th generation) Wi-Fi + Cellular, iPad Air (3rd generation), iPad Air (3rd generation) Wi-Fi + Cellular, iPad (7th generation), iPad (7th generation) Wi-Fi + Cellular, iPod touch (6th generation) and iPod touch (7th generation).","English, Chinese, French, German, Japanese, Portuguese, Russian, Spanish, Traditional Chinese",TeasEar - ASMR Slime Triggers,Free,121,127 Ratings,269 MB
4+,4.1,"
                  Health & Fitness
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Portuguese, Spanish",Fitbit Coach,Free,,14 Ratings,274.6 MB
9+,4.8,"
                  Health & Fitness
                ","Requires iOS 10.0 and watchOS 3.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Simplified Chinese, Spanish",Workout Trainer: fitness coach,Free,,75 Ratings,154.4 MB
4+,4.7,"
                  Health & Fitness
                ","Requires iOS 11.3 and watchOS 3.2 or later. Compatible with iPhone, iPad and iPod touch. Apple TV.","English, French, German, Italian, Portuguese, Spanish",Asana Rebel: Get in Shape,Free,,514 Ratings,301.2 MB
4+,4.7,"
                  Health & Fitness
                ","Requires iOS 10.0 and watchOS 5.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Japanese, Portuguese, Simplified Chinese, Spanish",Fabulous - Daily Motivation,Free,62,220 Ratings,324.8 MB
12+,4.9,"
                  Health & Fitness
                ","Requires iOS 12.2 and watchOS 5.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Simple: Fasting & Meal Tracker,Free,19,115 Ratings,276.8 MB
4+,4.8,"
                  Health & Fitness
                ","Requires iOS 12.0 and watchOS 4.0 or later. Compatible with iPhone, iPad and iPod touch. Apple TV.","English, Czech, Dutch, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",adidas Training by Runtastic,Free,125,204 Ratings,257.4 MB
4+,4.8,"
                  Health & Fitness
                ","Requires iOS 11.4 or later. Compatible with iPhone, iPad and iPod touch.","English, Indonesian, Malay, Thai, Vietnamese",TroveSkin,Free,33,7.7K Ratings,75.8 MB
12+,4.9,"
                  Health & Fitness
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, French, German, Portuguese, Spanish",BabyCentre - Pregnancy tracker,Free,128,233 Ratings,162.4 MB
4+,4.7,"
                  Health & Fitness
                ","Requires iOS 11.2 and watchOS 5.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",FitCoach: Weight Loss Workouts,Free,135,100 Ratings,85.7 MB
4+,4.8,"
                  Health & Fitness
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese",Cardiio: Heart Rate Monitor,Free,104,585 Ratings,25.9 MB
12+,4.8,"
                  Health & Fitness
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Kehamilan App,Free,99,8 Ratings,57.7 MB
12+,4.7,"
                  Health & Fitness
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Bulgarian, Croatian, Czech, Danish, Dutch, Filipino, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Spanish, Swahili, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",LADYTIMER Period Tracker,Free,169,60 Ratings,33.4 MB
4+,3.6,"
                  Health & Fitness
                ","Requires iOS 6.0 or later. Compatible with iPhone, iPad and iPod touch.",English,BuaHati - Perencana Kehamilan,Free,113,13 Ratings,3.4 MB
9+,4.3,"
                  Health & Fitness
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Japanese, Korean, Simplified Chinese, Traditional Chinese",BetterMen: Fitness Planner,Free,96,162 Ratings,159.6 MB
4+,4.6,"
                  Health & Fitness
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Indonesian, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Vietnamese",Sleep Timer: Relax Meditation,Free,,1.4K Ratings,84.4 MB
12+,4.5,"
                  Health & Fitness
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Japanese, Korean, Russian, Simplified Chinese, Spanish, Traditional Chinese",Life Advisor: Personal Test,Free,95,174 Ratings,156.1 MB
4+,4.9,"
                  Health & Fitness
                ","Requires iOS 11.0 and watchOS 6.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Portuguese, Spanish",Headspace: Meditation & Sleep,Free,98,1K Ratings,125 MB
12+,2.9,"
                  Health & Fitness
                ","Requires iOS 8.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Japanese, Portuguese, Russian, Spanish",Anti Mosquito - Sonic Repeller,Free,,9 Ratings,46.3 MB
4+,4.6,"
                  Health & Fitness
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Female Fitness Women Workout,Free,143,57 Ratings,133.2 MB
4+,4.7,"
                  Health & Fitness
                ","Requires iOS 11.2 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",Sleep Cycle: smart alarm clock,Free,38,397 Ratings,213.5 MB
4+,4.8,"
                  Health & Fitness
                ","Requires iOS 7.1 and watchOS 2.0 or later. Compatible with iPhone, iPad and iPod touch.",English,Drink Water Reminder N Tracker,Free,40,2.7K Ratings,40.3 MB
4+,4.9,"
                  Health & Fitness
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Afrikaans, Arabic, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Indonesian, Italian, Japanese, Korean, Lithuanian, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Workout: Gym routines planner,Free,48,1.4K Ratings,169.5 MB
4+,4.3,"
                  Health & Fitness
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Dutch, French, German, Italian, Japanese, Korean, Simplified Chinese, Spanish, Swedish, Traditional Chinese",Fitbit,Free,61,117 Ratings,248.3 MB
4+,4.5,"
                  Health & Fitness
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Czech, Danish, Dutch, Filipino, French, German, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Urdu, Vietnamese",Sleep Analysis - Sleeptic,Free,197,1K Ratings,100.3 MB
4+,4.6,"
                  Health & Fitness
                ","Requires iOS 12.1 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish",Fitness & Workout,Free,102,341 Ratings,238.5 MB
4+,4.8,"
                  Health & Fitness
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Catalan, Chinese, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Sleeptot - Baby White Noise,Free,31,542 Ratings,172.3 MB
4+,4.6,"
                  Health & Fitness
                ","Requires iOS 10.0 or later. Compatible with iPhone 5S, iPhone 6, iPhone 6 Plus, iPhone 6S, iPhone 6S Plus, iPhone SE, iPhone 7, iPhone 7 Plus, iPhone 8, iPhone 8 Plus, iPhone X, iPhone XS, iPhone XS Max, iPhone XR, iPhone 11, iPhone 11 Pro, iPhone 11 Pro Max, iPad Air, iPad Air Wi-Fi + Cellular, iPad mini 2, iPad mini 2 Wi-Fi + Cellular, iPad Air 2, iPad Air 2 Wi-Fi + Cellular, iPad mini 3, iPad mini 3 Wi-Fi + Cellular, iPad mini 4, iPad mini 4 Wi-Fi + Cellular, iPad Pro (12.9-inch), iPad Pro (12.9-inch) Wi-Fi + Cellular, iPad Pro (9.7‑inch), iPad Pro (9.7-inch) Wi‑Fi + Cellular, iPad (5th generation), iPad (5th generation) Wi‑Fi + Cellular, iPad Pro (12.9‑inch) (2nd generation), iPad Pro (12.9‑inch) (2nd generation) Wi‑Fi + Cellular, iPad Pro (10.5‑inch), iPad Pro (10.5-inch) Wi‑Fi + Cellular, iPad (6th generation), iPad Wi-Fi + Cellular (6th generation), iPad Pro (11-inch), iPad Pro (11-inch) Wi-Fi + Cellular, iPad Pro (12.9-inch) (3rd generation), iPad Pro (12.9-inch) (3rd generation) Wi-Fi + Cellular, iPad mini (5th generation), iPad mini (5th generation) Wi-Fi + Cellular, iPad Air (3rd generation), iPad Air (3rd generation) Wi-Fi + Cellular, iPad (7th generation), iPad (7th generation) Wi-Fi + Cellular and iPod touch.",English,Reflectly,Free,5,125 Ratings,32.1 MB
4+,3.6,"
                  Health & Fitness
                ","Requires iOS 11.2 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish",Muscle Booster Workout Planner,Free,14,76 Ratings,99.1 MB
4+,4.8,"
                  Health & Fitness
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch. Apple TV.","English, Arabic, Burmese, Cambodian, Chinese, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Hebrew, Hindi, Indonesian, Italian, Japanese, Korean, Laotian, Malay, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Vietnamese",8fit Workout & Meal Planner,Free,,821 Ratings,132.4 MB
4+,4.8,"
                  Health & Fitness
                ","Requires iOS 11.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Fitness Buddy: Gym Workout Log,Free,83,178 Ratings,212.7 MB
17+,4.9,"
                  Health & Fitness
                ","Requires iOS 10.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Filipino, Indonesian, Malay, Thai, Vietnamese",theAsianparent Parenting Tips,Free,18,2.7K Ratings,119 MB
4+,4.8,"
                  Health & Fitness
                ","Requires iOS 11.2 and watchOS 3.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Chinese, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish, Swedish",Runkeeper- GPS Running Tracker,Free,46,443 Ratings,167.2 MB
4+,4.9,"
                  Health & Fitness
                ","Requires iOS 11.0 and watchOS 2.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Arabic, Burmese, Cambodian, Chinese, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Hebrew, Hindi, Indonesian, Italian, Japanese, Korean, Laotian, Malay, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Vietnamese",Lose It! – Calorie Counter,Free,32,692 Ratings,226.8 MB
4+,4.7,"
                  Health & Fitness
                ","Requires iOS 7.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Ukrainian",Plant Nanny,Free,109,230 Ratings,85.9 MB
4+,4.7,"
                  Health & Fitness
                ","Requires iOS 9.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish",Period Tracker: Monthly Cycles,Free,,164 Ratings,53.6 MB
4+,4.9,"
                  Health & Fitness
                ","Requires iOS 10.0 and watchOS 3.0 or later. Compatible with iPhone, iPad and iPod touch.","English, French, German, Italian, Polish, Portuguese, Russian, Spanish",My Diet Coach - Weight Loss,Free,36,140 Ratings,150.1 MB
4+,4.9,"
                  Health & Fitness
                ","Requires iOS 10.0 and watchOS 5.0 or later. Compatible with iPhone, iPad and iPod touch.","English, Czech, Danish, Dutch, French, German, Indonesian, Italian, Japanese, Korean, Polish, Portuguese, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese","Relive: Run, Ride, Hike & more",Free,13,3.6K Ratings,92.1 MB
4+,4.9,"
                  Health & Fitness
                ","Requires iOS 10.0 and watchOS 4.0 or later. Compatible with iPhone, iPad and iPod touch. Apple TV.","English, French, German, Japanese, Korean, Spanish, Traditional Chinese",Daily Yoga - Workout & Fitness,Free,74,1.1K Ratings,94.2 MB
